transaction_id,posting_date_raw,invoice_date_raw,fiscal_period,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,tax_code,narrative,source_system,posting_date,invoice_date,amount,amount_is_negative,narrative_lower,processing_timestamp,source_file
TXN001271,05/01/2026,26/12/2025,2026-01,AUS01,5010,CC1000,Zoom,INV36743,PO8560,NZD,4887.96,GST,Payment for subscription,Manual Entry,2026-01-05,2025-12-26,4887.96,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001272,02/28/2026,02/19/2026,2026-02,AUS01,5710,CC4100,DHL Express,INV92313,PO8722,USD,14951.45,INPUT,Payment for services,API Import,2026-02-28,2026-02-19,14951.45,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001273,2025-11-14,2025-11-04,2025-11,AUS01,5610,CC2000,Salesforce,INV34792,,NZD,31791.15,INPUT,Payment for subscription,Manual Entry,2025-11-14,2025-11-04,31791.15,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001274,13/01/2026,11/01/2026,2026-01,AUS01,5020,CC2000,Regus Australia,INV34060,,AUD,39837.31,INPUT,Payment for consulting,Oracle,2026-01-13,2026-01-11,39837.31,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001275,22/02/2026,21/02/2026,2026-02,AUS01,5920,CC2000,SAP,INV44750,PO2765,NZD,20642.62,GST-FREE,Payment for services,Workday,2026-02-22,2026-02-21,20642.62,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001276,08-02-2026,29-01-2026,2026-02,AUS01,5410,CC4000,DHL Express,INV28463,PO5597,AUD,1566.86,INPUT,Payment for consulting,API Import,2026-02-08,2026-01-29,1566.86,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001277,02/02/2026,31/01/2026,2026-02,AUS01,5620,CC3200,Optus Pty,INV34683,PO5949,NZD,2992.07,INPUT,Payment for goods,Workday,2026-02-02,2026-01-31,2992.07,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001278,02/01/2026,29/12/2025,2026-01,AUS01,5520,CC3000,MSFT,INV65328,PO3968,USD,7373.22,INPUT,Payment for consulting,Workday,2026-01-02,2025-12-29,7373.22,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001279,24/01/2026,20/01/2026,2026-01,AUS01,5200,CC1200,Zoom,INV27621,PO2766,USD,518.44,GST,Payment for goods,Oracle,2026-01-24,2026-01-20,518.44,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001280,01/08/2025,31/07/2025,2025-08,AUS01,5210,CC2000,Deloitte Touche,INV26102,PO8008,GBP,21133.23,GST,Payment for consulting,Workday,2025-08-01,2025-07-31,21133.23,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001281,2025-03-27,2025-03-19,2025-03,AUS01,5920,CC3100,Zoom,INV51312,,GBP,27474.3,INPUT,Payment for services,Oracle,2025-03-27,2025-03-19,27474.3,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001282,02/09/2026,02/05/2026,2026-02,AUS01,5010,CC1100,Oracle,INV73915,,USD,33088.75,INPUT,Payment for services,Oracle,2026-09-02,2026-05-02,33088.75,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001283,09/02/2026,08/02/2026,2026-02,AUS01,5110,CC4000,KPMG Australia,INV21910,PO3671,GBP,3157.75,GST,Payment for goods,Oracle,2026-02-09,2026-02-08,3157.75,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001284,2026-01-10,2026-01-04,2026-01,AUS01,5010,CC3200,AusPost,INV23315,PO8803,NZD,29758.87,EXPORT,Payment for consulting,Workday,2026-01-10,2026-01-04,29758.87,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001285,01/27/2026,01/20/2026,2026-01,AUS01,5100,CC4100,Oracle,INV93862,PO9795,NZD,2347.09,INPUT,Payment for consulting,Oracle,2026-01-27,2026-01-20,2347.09,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001286,26-06-2025,23-06-2025,2025-06,AUS01,5310,CC4000,Salesforce,INV86668,PO6623,USD,7084.28,GST,Payment for consulting,Manual Entry,2025-06-26,2025-06-23,7084.28,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001287,02/25/2026,02/20/2026,2026-02,AUS01,5510,CC1200,Accenture Pty,INV69161,PO2250,GBP,11284.76,GST-FREE,Payment for goods,SAP,2026-02-25,2026-02-20,11284.76,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001288,2026-01-05,2026-01-03,2026-01,AUS01,5010,CC1100,LinkedIn Corp,INV82456,PO1819,AUD,10683.21,INPUT,Payment for services,Manual Entry,2026-01-05,2026-01-03,10683.21,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001289,2026-01-28,2026-01-20,2026-01,AUS01,5300,CC1000,ServiceNow Inc,INV56525,,USD,15928.23,INPUT,Payment for subscription,SAP,2026-01-28,2026-01-20,15928.23,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001290,2026-01-16,2026-01-13,2026-01,AUS01,5120,CC1200,Hays,INV38876,PO3978,GBP,33704.88,GST-FREE,Payment for goods,SAP,2026-01-16,2026-01-13,33704.88,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001291,02/12/2026,02/09/2026,2026-02,AUS01,5110,CC1100,Federal Express,INV99797,PO7266,USD,17022.1,INPUT,Payment for goods,Oracle,2026-12-02,2026-09-02,17022.1,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001292,2026-02-24,2026-02-15,2026-02,AUS01,5910,CC2000,SAP,INV12427,PO9496,NZD,13319.8,EXPORT,Payment for consulting,API Import,2026-02-24,2026-02-15,13319.8,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001293,02/20/2026,02/19/2026,2026-02,AUS01,5220,CC3200,Amazon,INV90458,PO9314,USD,563.57,INPUT,Payment for subscription,SAP,2026-02-20,2026-02-19,563.57,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001294,01/20/2026,01/16/2026,2026-01,AUS01,5900,CC3200,Hays,INV62069,PO4427,NZD,28113.74,GST-FREE,Payment for goods,API Import,2026-01-20,2026-01-16,28113.74,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001295,02/24/2026,02/17/2026,2026-02,AUS01,5210,CC2100,Oracle,INV51799,PO3621,GBP,41465.56,EXPORT,Payment for subscription,API Import,2026-02-24,2026-02-17,41465.56,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001296,2026-01-05,2025-12-29,2026-01,AUS01,5020,CC3100,WeWork Australia,INV13640,PO3583,AUD,6465.02,GST-FREE,Payment for goods,API Import,2026-01-05,2025-12-29,6465.02,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001297,2026-01-10,2026-01-08,2026-01,AUS01,5310,CC3100,Workday,INV51393,PO7590,AUD,6908.4,INPUT,Payment for goods,Manual Entry,2026-01-10,2026-01-08,6908.4,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001298,08-02-2026,05-02-2026,2026-02,AUS01,5620,CC3100,Oracle,INV15602,PO2245,NZD,29917.21,GST-FREE,Payment for subscription,Workday,2026-02-08,2026-02-05,29917.21,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001299,2025-01-20,2025-01-11,2025-01,AUS01,5310,CC1100,SAP,INV95813,PO1662,USD,32600.93,GST-FREE,Payment for services,Workday,2025-01-20,2025-01-11,32600.93,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001300,19/01/2026,16/01/2026,2026-01,AUS01,5020,CC1100,Oracle,INV19996,PO5850,USD,4336.82,GST-FREE,Payment for license,SAP,2026-01-19,2026-01-16,4336.82,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001301,01/23/2026,01/14/2026,2026-01,AUS01,5110,CC3100,AusPost,INV11105,,GBP,44615.38,INPUT,Payment for license,SAP,2026-01-23,2026-01-14,44615.38,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001302,02/17/2026,02/12/2026,2026-02,AUS01,5520,CC4000,MSFT,INV27506,PO1015,GBP,13987.74,INPUT,Payment for services,Manual Entry,2026-02-17,2026-12-02,13987.74,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001303,06-01-2026,29-12-2025,2026-01,AUS01,5620,CC4000,Seek Limited,INV60818,PO5616,USD,37452.68,INPUT,Payment for consulting,Workday,2026-01-06,2025-12-29,37452.68,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001304,2025-08-25,2025-08-15,2025-08,AUS01,5410,CC1200,Workday,INV90021,,NZD,29666.83,GST,Payment for consulting,Oracle,2025-08-25,2025-08-15,29666.83,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001305,2025-12-06,2025-12-02,2025-12,AUS01,5120,CC1000,EY Australia,INV90181,,AUD,2141.7,GST-FREE,Payment for goods,SAP,2025-12-06,2025-12-02,2141.7,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001306,10-12-2025,01-12-2025,2025-12,AUS01,5600,CC1100,Google,INV30109,PO7656,GBP,38835.27,EXPORT,Payment for license,API Import,2025-12-10,2025-12-01,38835.27,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001307,02/20/2026,02/10/2026,2026-02,AUS01,5710,CC4000,GCP,INV24535,PO1326,USD,23164.56,GST-FREE,Payment for services,Oracle,2026-02-20,2026-10-02,23164.56,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001308,14-02-2026,07-02-2026,2026-02,AUS01,5000,CC1200,AWS,INV31141,PO4168,AUD,341.68,GST-FREE,Payment for license,Manual Entry,2026-02-14,2026-02-07,341.68,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001309,2025-12-07,2025-12-06,2025-12,AUS01,5310,CC1000,McKinsey,INV82067,PO6820,USD,12229.86,GST-FREE,Payment for license,Oracle,2025-12-07,2025-12-06,12229.86,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001310,14/02/2026,04/02/2026,2026-02,AUS01,5810,CC4100,MSFT,INV31497,PO8145,AUD,20354.47,EXPORT,Payment for goods,Oracle,2026-02-14,2026-02-04,20354.47,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001311,06/11/2025,28/10/2025,2025-11,AUS01,5610,CC3100,Workday,INV20918,PO2868,USD,36673.63,EXPORT,Payment for license,Manual Entry,2025-11-06,2025-10-28,36673.63,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001312,06-01-2026,29-12-2025,2026-01,AUS01,5100,CC2000,Telstra Corp,INV10107,PO4110,NZD,43434.44,GST,Payment for goods,API Import,2026-01-06,2025-12-29,43434.44,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001313,26/01/2026,22/01/2026,2026-01,AUS01,5210,CC4100,Zoom,INV55787,PO8554,AUD,30318.91,GST-FREE,Payment for license,SAP,2026-01-26,2026-01-22,30318.91,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001314,17-02-2026,11-02-2026,2026-02,AUS01,5710,CC1000,DHL Express,INV95281,,GBP,22236.07,GST,Payment for subscription,API Import,2026-02-17,2026-02-11,22236.07,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001315,2026-02-06,2026-01-28,2026-02,AUS01,5510,CC1100,PWC,INV71222,PO7713,USD,34687.57,GST-FREE,Payment for services,Manual Entry,2026-02-06,2026-01-28,34687.57,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001316,2025-11-17,2025-11-11,2025-11,AUS01,5600,CC3100,Accenture Pty,INV33356,PO1272,NZD,15812.46,EXPORT,Payment for goods,Manual Entry,2025-11-17,2025-11-11,15812.46,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001317,10/13/2025,10/06/2025,2025-10,AUS01,5520,CC3100,Adobe,INV28135,PO4344,NZD,25906.1,GST,Payment for subscription,API Import,2025-10-13,2025-06-10,25906.1,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001318,17/01/2025,11/01/2025,2025-01,AUS01,5310,CC2000,PWC,INV68240,PO3236,GBP,28309.53,GST,Payment for license,API Import,2025-01-17,2025-01-11,28309.53,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001319,01-01-2026,27-12-2025,2026-01,AUS01,5620,CC3200,Zoom,INV18248,PO7493,GBP,19095.01,INPUT,Payment for consulting,SAP,2026-01-01,2025-12-27,19095.01,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001320,2026-02-18,2026-02-09,2026-02,AUS01,5900,CC4100,LinkedIn Corp,INV43411,PO5656,NZD,30901.47,EXPORT,Payment for consulting,Workday,2026-02-18,2026-02-09,30901.47,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001321,03/01/2026,24/12/2025,2026-01,AUS01,5900,CC4000,EY Australia,INV47876,PO9503,AUD,18551.81,GST-FREE,Payment for subscription,Oracle,2026-01-03,2025-12-24,18551.81,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001322,2026-02-13,2026-02-06,2026-02,AUS01,5300,CC4100,Amazon,INV89289,,NZD,13121.71,GST,Payment for license,Manual Entry,2026-02-13,2026-02-06,13121.71,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001323,08/01/2025,07/29/2025,2025-08,AUS01,5100,CC1000,Adobe,INV15122,PO5749,GBP,6365.39,EXPORT,Payment for license,API Import,2025-01-08,2025-07-29,6365.39,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001324,2025-10-02,2025-09-23,2025-10,AUS01,5120,CC2100,Deloitte Touche,INV10071,PO9841,NZD,23451.75,GST-FREE,Payment for license,API Import,2025-10-02,2025-09-23,23451.75,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001325,2026-02-07,2026-02-01,2026-02,AUS01,5500,CC2100,Accenture Pty,INV82526,PO4875,GBP,11859.83,GST,Payment for services,Oracle,2026-02-07,2026-02-01,11859.83,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001326,08/15/2025,08/14/2025,2025-08,AUS01,5010,CC1000,Workday,INV98974,PO6830,AUD,30616.6,EXPORT,Payment for goods,SAP,2025-08-15,2025-08-14,30616.6,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001327,12-08-2025,07-08-2025,2025-08,AUS01,5100,CC4000,Deloitte Touche,INV66622,PO1848,USD,37163.51,INPUT,Payment for license,Manual Entry,2025-08-12,2025-08-07,37163.51,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001328,2025-02-24,2025-02-22,2025-02,AUS01,5510,CC3200,Adobe,INV14093,,GBP,39530.59,GST,Payment for goods,Manual Entry,2025-02-24,2025-02-22,39530.59,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001329,2026-02-12,2026-02-11,2026-02,AUS01,5210,CC2100,KPMG Australia,INV27239,PO1708,NZD,42741.26,INPUT,Payment for consulting,Manual Entry,2026-02-12,2026-02-11,42741.26,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001330,01/09/2026,01/02/2026,2026-01,AUS01,5520,CC3100,Regus Australia,INV59522,,USD,13609.67,GST,Payment for goods,SAP,2026-09-01,2026-02-01,13609.67,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001331,02/11/2026,02/01/2026,2026-02,AUS01,5610,CC3100,Seek Limited,INV33364,,USD,14262.64,EXPORT,Payment for goods,SAP,2026-11-02,2026-01-02,14262.64,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001332,2025-08-20,2025-08-14,2025-08,AUS01,5210,CC2000,KPMG Australia,INV75392,PO7370,GBP,35711.46,INPUT,Payment for subscription,API Import,2025-08-20,2025-08-14,35711.46,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001333,08/10/2025,08/04/2025,2025-08,AUS01,5610,CC2000,Telstra Corp,INV80041,,NZD,7765.44,GST-FREE,Payment for services,Manual Entry,2025-10-08,2025-04-08,7765.44,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001334,2026-02-27,2026-02-24,2026-02,AUS01,5300,CC3000,WeWork Australia,INV10435,PO7461,USD,4663.07,GST,Payment for goods,Oracle,2026-02-27,2026-02-24,4663.07,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001335,2026-01-03,2025-12-26,2026-01,AUS01,5210,CC1200,LinkedIn Corp,INV80263,PO5036,GBP,7151.68,INPUT,Payment for license,Workday,2026-01-03,2025-12-26,7151.68,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001336,02/18/2026,02/12/2026,2026-02,AUS01,5520,CC3000,Adobe,INV32323,PO6673,USD,26342.07,INPUT,Payment for goods,Workday,2026-02-18,2026-12-02,26342.07,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001337,04-02-2026,02-02-2026,2026-02,AUS01,5510,CC3000,Hays,INV18724,,NZD,27711.16,EXPORT,Payment for services,API Import,2026-02-04,2026-02-02,27711.16,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001338,2026-02-28,2026-02-22,2026-02,AUS01,5300,CC4100,Google,INV45290,PO6998,NZD,20225.83,INPUT,Payment for goods,Workday,2026-02-28,2026-02-22,20225.83,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001339,25/01/2026,20/01/2026,2026-01,AUS01,5420,CC4000,KPMG Australia,INV25608,PO5919,AUD,37513.68,EXPORT,Payment for license,Manual Entry,2026-01-25,2026-01-20,37513.68,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001340,02/07/2026,02/02/2026,2026-02,AUS01,5920,CC4100,Workday,INV76918,PO4641,AUD,15068.31,EXPORT,Payment for goods,SAP,2026-07-02,2026-02-02,15068.31,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001341,17/07/2025,10/07/2025,2025-07,AUS01,5020,CC1100,SAP,INV65983,PO9404,USD,37164.87,GST-FREE,Payment for consulting,API Import,2025-07-17,2025-07-10,37164.87,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001342,18/11/2025,09/11/2025,2025-11,AUS01,5020,CC3000,Oracle,INV11263,,GBP,24494.4,GST-FREE,Payment for license,Manual Entry,2025-11-18,2025-11-09,24494.4,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001343,02/06/2026,02/04/2026,2026-02,AUS01,5310,CC1200,Atlassian Pty,INV52823,PO4484,GBP,31148.78,EXPORT,Payment for subscription,Oracle,2026-06-02,2026-04-02,31148.78,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001344,2026-02-16,2026-02-14,2026-02,AUS01,5510,CC4100,GCP,INV34640,,NZD,19176.02,EXPORT,Payment for consulting,Manual Entry,2026-02-16,2026-02-14,19176.02,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001345,03-02-2026,26-01-2026,2026-02,AUS01,5800,CC3100,Adobe,INV50683,,GBP,26539.38,GST,Payment for consulting,Oracle,2026-02-03,2026-01-26,26539.38,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001346,02/19/2026,02/12/2026,2026-02,AUS01,5620,CC3100,Deloitte Touche,INV14840,,NZD,2464.36,GST,Payment for license,API Import,2026-02-19,2026-12-02,2464.36,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001347,09/18/2025,09/10/2025,2025-09,AUS01,5210,CC4100,Amazon,INV31459,,USD,37486.45,INPUT,Payment for services,API Import,2025-09-18,2025-10-09,37486.45,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001348,20-03-2025,11-03-2025,2025-03,AUS01,5300,CC2100,Adobe,INV91166,PO8500,NZD,17604.82,INPUT,Payment for license,Workday,2025-03-20,2025-03-11,17604.82,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001349,15/02/2026,06/02/2026,2026-02,AUS01,5320,CC3200,BCG,INV77936,PO1841,NZD,33965.09,GST-FREE,Payment for goods,Oracle,2026-02-15,2026-02-06,33965.09,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001350,03-02-2026,24-01-2026,2026-02,AUS01,5420,CC4000,Salesforce,INV93794,PO8403,USD,13535.86,GST-FREE,Payment for services,Manual Entry,2026-02-03,2026-01-24,13535.86,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001351,06/01/2025,05/22/2025,2025-06,AUS01,5510,CC2100,Deloitte Touche,INV37015,PO3619,NZD,36508.74,INPUT,Payment for license,Manual Entry,2025-01-06,2025-05-22,36508.74,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001352,2025-10-17,2025-10-15,2025-10,AUS01,5120,CC2000,Amazon,INV66939,PO2869,USD,23814.52,INPUT,Payment for services,API Import,2025-10-17,2025-10-15,23814.52,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001353,08-01-2026,30-12-2025,2026-01,AUS01,5020,CC2100,BCG,INV90897,PO3734,AUD,39949.11,GST,Payment for services,Manual Entry,2026-01-08,2025-12-30,39949.11,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001354,2025-07-15,2025-07-09,2025-07,AUS01,5310,CC1200,Telstra Corp,INV58977,,GBP,26375.53,GST-FREE,Payment for subscription,API Import,2025-07-15,2025-07-09,26375.53,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001355,2026-02-18,2026-02-10,2026-02,AUS01,5800,CC1000,McKinsey,INV12618,PO2991,USD,5781.49,EXPORT,Payment for services,API Import,2026-02-18,2026-02-10,5781.49,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001356,2025-07-08,2025-07-07,2025-07,AUS01,5210,CC4000,Slack,INV55817,,GBP,13901.08,INPUT,Payment for consulting,SAP,2025-07-08,2025-07-07,13901.08,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001357,2026-01-19,2026-01-10,2026-01,AUS01,5310,CC4000,GCP,INV17994,PO5904,AUD,2017.97,INPUT,Payment for goods,Manual Entry,2026-01-19,2026-01-10,2017.97,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001358,07-02-2026,05-02-2026,2026-02,AUS01,5310,CC4000,Hays,INV28331,PO2292,USD,17122.25,EXPORT,Payment for goods,Workday,2026-02-07,2026-02-05,17122.25,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001359,17-01-2026,07-01-2026,2026-01,AUS01,5210,CC2000,WeWork Australia,INV10932,PO9921,USD,35951.71,GST,Payment for subscription,Manual Entry,2026-01-17,2026-01-07,35951.71,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001360,11/03/2025,10/29/2025,2025-11,AUS01,5420,CC2000,Google,INV41379,PO4046,NZD,38748.76,EXPORT,Payment for subscription,Workday,2025-03-11,2025-10-29,38748.76,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001361,2026-02-26,2026-02-24,2026-02,AUS01,5400,CC2100,Accenture Pty,INV96510,,GBP,43047.69,GST,Payment for license,Oracle,2026-02-26,2026-02-24,43047.69,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001362,16-02-2026,13-02-2026,2026-02,AUS01,5420,CC1000,Adobe,INV63721,,GBP,44854.9,EXPORT,Payment for goods,Workday,2026-02-16,2026-02-13,44854.9,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001363,2026-01-06,2025-12-30,2026-01,AUS01,5900,CC2100,Deloitte Touche,INV20032,,AUD,36783.31,EXPORT,Payment for services,API Import,2026-01-06,2025-12-30,36783.31,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001364,23-01-2026,17-01-2026,2026-01,AUS01,5620,CC2000,BCG,INV15616,PO3038,NZD,18490.8,INPUT,Payment for services,Oracle,2026-01-23,2026-01-17,18490.8,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001365,2026-02-22,2026-02-19,2026-02,AUS01,5500,CC2000,AWS,INV37332,PO9341,NZD,6507.68,EXPORT,Payment for services,Workday,2026-02-22,2026-02-19,6507.68,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001366,02/21/2026,02/16/2026,2026-02,AUS01,5420,CC1100,ServiceNow Inc,INV85411,PO1735,NZD,35761.69,GST,Payment for consulting,Manual Entry,2026-02-21,2026-02-16,35761.69,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001367,02/13/2025,02/03/2025,2025-02,AUS01,5620,CC1000,Oracle,INV90434,PO5417,USD,22803.97,INPUT,Payment for subscription,Workday,2025-02-13,2025-03-02,22803.97,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001368,04/12/2025,28/11/2025,2025-12,AUS01,5520,CC3200,Slack,INV35761,,GBP,5635.54,INPUT,Payment for consulting,API Import,2025-12-04,2025-11-28,5635.54,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001369,2025-12-18,2025-12-16,2025-12,AUS01,5810,CC3100,PWC,INV87417,PO9564,AUD,9218.97,GST-FREE,Payment for services,API Import,2025-12-18,2025-12-16,9218.97,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001370,16/06/2025,07/06/2025,2025-06,AUS01,5500,CC3200,WeWork Australia,INV63045,,USD,32980.18,GST-FREE,Payment for consulting,Manual Entry,2025-06-16,2025-06-07,32980.18,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001371,02/01/2026,01/30/2026,2026-02,AUS01,5210,CC1000,AWS,INV35297,PO7867,AUD,42399.37,INPUT,Payment for services,Oracle,2026-01-02,2026-01-30,42399.37,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001372,18/01/2026,11/01/2026,2026-01,AUS01,5110,CC3000,Deloitte Touche,INV18889,PO3791,USD,43647.99,INPUT,Payment for goods,SAP,2026-01-18,2026-01-11,43647.99,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN001373,2025-05-20,2025-05-14,2025-05,AUS01,5420,CC3200,Slack,INV18688,,AUD,12157.04,INPUT,Payment for consulting,API Import,2025-05-20,2025-05-14,12157.04,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
