transaction_id,posting_date_raw,posting_date,invoice_date_raw,invoice_date,fiscal_period,fiscal_year,fiscal_month,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,amount,amount_is_negative,tax_code,narrative,source_system,processing_timestamp,data_quality_score,anomaly_count
TXN000934,2026-01-20,2026-01-20,2026-01-10,2026-01-10,2026-01,2026,01,AUS01,5300,CC1200,Salesforce,INV30629,PO9435,GBP,27316.93,27316.93,False,INPUT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000935,20/02/2026,2026-02-20,15/02/2026,2026-02-15,2026-02,2026,02,AUS01,5010,CC3100,BCG,INV57022,PO6020,USD,31301.4,31301.4,False,EXPORT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000936,14/02/2025,2025-02-14,09/02/2025,2025-02-09,2025-02,2025,02,AUS01,5700,CC3000,Workday,INV14823,,USD,20811.78,20811.78,False,GST-FREE,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000937,2026-01-05,2026-01-05,2025-12-28,2025-12-28,2026-01,2026,01,AUS01,5110,CC1200,Salesforce,INV85926,,NZD,34689.47,34689.47,False,INPUT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000938,2026-01-14,2026-01-14,2026-01-05,2026-01-05,2026-01,2026,01,AUS01,5800,CC4100,EY Australia,INV57737,,USD,40311.97,40311.97,False,GST,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000939,2025-05-03,2025-05-03,2025-05-02,2025-05-02,2025-05,2025,05,AUS01,5910,CC2100,Federal Express,INV96288,PO6301,USD,36582.09,36582.09,False,EXPORT,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000940,02/27/2026,2026-02-27,02/20/2026,2026-02-20,2026-02,2026,02,AUS01,5700,CC3000,Oracle,INV42846,PO8977,AUD,39125.92,39125.92,False,GST-FREE,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000941,02/02/2026,2026-02-02,29/01/2026,2026-01-29,2026-02,2026,02,AUS01,5510,CC4100,Hays,INV64771,,NZD,40838.08,40838.08,False,GST-FREE,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000942,01/23/2026,2026-01-23,01/13/2026,2026-01-13,2026-01,2026,01,AUS01,5320,CC3000,AWS,INV37664,,AUD,21777.65,21777.65,False,GST-FREE,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000943,17-11-2025,2025-11-17,08-11-2025,2025-11-08,2025-11,2025,11,AUS01,5600,CC4100,SAP,INV69631,PO9964,GBP,34660.06,34660.06,False,GST,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000944,25-02-2026,2026-02-25,24-02-2026,2026-02-24,2026-02,2026,02,AUS01,5300,CC3000,Amazon,INV72195,PO7836,GBP,26560.48,26560.48,False,GST,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000945,19/01/2026,2026-01-19,13/01/2026,2026-01-13,2026-01,2026,01,AUS01,5910,CC4100,ServiceNow Inc,INV40077,PO5163,GBP,11985.05,11985.05,False,GST,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000946,01/01/2026,2026-01-01,31/12/2025,2025-12-31,2026-01,2026,01,AUS01,5210,CC3200,Accenture Pty,INV19975,PO5483,GBP,201.04,201.04,False,GST,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000947,2025-06-14,2025-06-14,2025-06-05,2025-06-05,2025-06,2025,06,AUS01,5920,CC2100,MSFT,INV80004,PO5711,GBP,44500.19,44500.19,False,GST-FREE,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000948,02/13/2026,2026-02-13,02/10/2026,2026-10-02,2026-02,2026,02,AUS01,5520,CC2000,AWS,INV72896,,GBP,3677.49,3677.49,False,GST-FREE,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000949,02/06/2026,2026-06-02,02/01/2026,2026-01-02,2026-02,2026,02,AUS01,5410,CC1200,Telstra Corp,INV22793,PO5731,USD,32839.36,32839.36,False,INPUT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN000950,2026-01-23,2026-01-23,2026-01-21,2026-01-21,2026-01,2026,01,AUS01,5110,CC1100,AWS,INV33458,,USD,3062.6,3062.6,False,INPUT,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000951,04-08-2025,2025-08-04,26-07-2025,2025-07-26,2025-08,2025,08,AUS01,5100,CC3200,PWC,INV56299,,AUD,16096.03,16096.03,False,GST,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000952,2026-02-09,2026-02-09,2026-01-30,2026-01-30,2026-02,2026,02,AUS01,5900,CC1100,Salesforce,INV78430,PO9762,USD,6647.0,6647.0,False,GST-FREE,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000953,01/25/2026,2026-01-25,01/24/2026,2026-01-24,2026-01,2026,01,AUS01,5310,CC3100,Telstra Corp,INV37834,,AUD,36346.65,36346.65,False,EXPORT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000954,2026-01-25,2026-01-25,2026-01-21,2026-01-21,2026-01,2026,01,AUS01,5910,CC3200,LinkedIn Corp,INV36098,PO1596,GBP,14567.41,14567.41,False,INPUT,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000955,01/01/2026,2026-01-01,12/31/2025,2025-12-31,2026-01,2026,01,AUS01,5700,CC3000,BCG,INV51309,PO2396,GBP,33763.0,33763.0,False,GST,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000956,2025-11-20,2025-11-20,2025-11-10,2025-11-10,2025-11,2025,11,AUS01,5110,CC3200,Hays,INV93634,PO6112,NZD,5476.91,5476.91,False,GST,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000957,2026-01-10,2026-01-10,2026-01-08,2026-01-08,2026-01,2026,01,AUS01,5010,CC2100,Slack,INV46787,PO7750,NZD,36724.63,36724.63,False,GST-FREE,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000958,2026-02-12,2026-02-12,2026-02-04,2026-02-04,2026-02,2026,02,AUS01,5300,CC2100,AusPost,INV52959,,AUD,1274.04,1274.04,False,INPUT,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000959,2025-05-17,2025-05-17,2025-05-11,2025-05-11,2025-05,2025,05,AUS01,5100,CC1100,Deloitte Touche,INV33936,PO2291,NZD,14392.2,14392.2,False,GST,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000960,02/09/2026,2026-09-02,01/31/2026,2026-01-31,2026-02,2026,02,AUS01,5810,CC4000,Google,INV23164,PO1667,NZD,40793.74,40793.74,False,INPUT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN000961,08/03/2025,2025-03-08,07/29/2025,2025-07-29,2025-08,2025,08,AUS01,5800,CC1000,Slack,INV24002,PO1696,AUD,4334.74,4334.74,False,GST,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN000962,2026-02-13,2026-02-13,2026-02-08,2026-02-08,2026-02,2026,02,AUS01,5120,CC4100,Accenture Pty,INV94998,PO2701,AUD,15099.42,15099.42,False,GST-FREE,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000963,07/07/2025,2025-07-07,04/07/2025,2025-07-04,2025-07,2025,07,AUS01,5800,CC4000,Accenture Pty,INV85588,PO4072,GBP,337.36,337.36,False,INPUT,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000964,2026-01-08,2026-01-08,2026-01-01,2026-01-01,2026-01,2026,01,AUS01,5200,CC4100,Federal Express,INV55123,,USD,37143.64,37143.64,False,INPUT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000965,05/19/2025,2025-05-19,05/14/2025,2025-05-14,2025-05,2025,05,AUS01,5210,CC4100,Atlassian Pty,INV10190,PO7644,GBP,11549.47,11549.47,False,EXPORT,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000966,01/24/2026,2026-01-24,01/21/2026,2026-01-21,2026-01,2026,01,AUS01,5600,CC1200,Atlassian Pty,INV40258,PO1762,USD,6046.94,6046.94,False,GST,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000967,05/02/2026,2026-02-05,31/01/2026,2026-01-31,2026-02,2026,02,AUS01,5100,CC4100,AWS,INV64179,,USD,32303.92,32303.92,False,GST,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000968,05/02/2026,2026-02-05,03/02/2026,2026-02-03,2026-02,2026,02,AUS01,5920,CC3000,McKinsey,INV68118,PO3390,GBP,17104.74,17104.74,False,INPUT,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000969,12/08/2025,2025-08-12,08/08/2025,2025-08-08,2025-08,2025,08,AUS01,5500,CC3200,PWC,INV66792,PO2006,GBP,2297.11,2297.11,False,GST,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000970,12/17/2025,2025-12-17,12/13/2025,2025-12-13,2025-12,2025,12,AUS01,5410,CC1100,KPMG Australia,INV65856,PO8753,USD,12826.73,12826.73,False,GST-FREE,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000971,19-02-2026,2026-02-19,13-02-2026,2026-02-13,2026-02,2026,02,AUS01,5300,CC2000,Optus Pty,INV72499,PO5417,USD,31010.55,31010.55,False,INPUT,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000972,08-06-2025,2025-06-08,05-06-2025,2025-06-05,2025-06,2025,06,AUS01,5000,CC2000,Hays,INV24394,,GBP,9927.39,9927.39,False,GST-FREE,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000973,2026-02-09,2026-02-09,2026-02-04,2026-02-04,2026-02,2026,02,AUS01,5920,CC4000,EY Australia,INV41617,PO5130,GBP,1011.45,1011.45,False,GST,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000974,28/02/2026,2026-02-28,20/02/2026,2026-02-20,2026-02,2026,02,AUS01,5510,CC1000,Zoom,INV84442,PO8881,AUD,14799.21,14799.21,False,EXPORT,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000975,02/04/2026,2026-04-02,01/28/2026,2026-01-28,2026-02,2026,02,AUS01,5220,CC2100,SAP,INV22594,PO4215,GBP,30175.65,30175.65,False,INPUT,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN000976,02/02/2026,2026-02-02,01/27/2026,2026-01-27,2026-02,2026,02,AUS01,5500,CC2000,BCG,INV19996,,GBP,10318.24,10318.24,False,GST,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000977,2026-02-14,2026-02-14,2026-02-10,2026-02-10,2026-02,2026,02,AUS01,5420,CC3100,Salesforce,INV27789,,AUD,30675.14,30675.14,False,EXPORT,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000978,2026-01-12,2026-01-12,2026-01-11,2026-01-11,2026-01,2026,01,AUS01,5220,CC1000,AusPost,INV37405,,AUD,44610.07,44610.07,False,EXPORT,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000979,2026-02-04,2026-02-04,2026-01-30,2026-01-30,2026-02,2026,02,AUS01,5900,CC4100,Accenture Pty,INV80919,,AUD,21472.96,21472.96,False,INPUT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000980,27/12/2025,2025-12-27,20/12/2025,2025-12-20,2025-12,2025,12,AUS01,5310,CC1100,Google,INV10012,PO6717,USD,41624.02,41624.02,False,INPUT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000981,18/06/2025,2025-06-18,17/06/2025,2025-06-17,2025-06,2025,06,AUS01,5800,CC1100,Amazon,INV40699,PO3939,NZD,8745.25,8745.25,False,GST-FREE,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000982,07/02/2026,2026-02-07,02/02/2026,2026-02-02,2026-02,2026,02,AUS01,5420,CC1000,Optus Pty,INV25450,PO4345,USD,27877.21,27877.21,False,GST,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000983,27-02-2025,2025-02-27,24-02-2025,2025-02-24,2025-02,2025,02,AUS01,5710,CC1100,Adobe,INV59091,,GBP,17076.07,17076.07,False,GST-FREE,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000984,2026-02-04,2026-02-04,2026-02-01,2026-02-01,2026-02,2026,02,AUS01,5200,CC1100,Zoom,INV31782,,GBP,4968.94,4968.94,False,GST-FREE,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000985,01/22/2026,2026-01-22,01/14/2026,2026-01-14,2026-01,2026,01,AUS01,5120,CC4100,Workday,INV46592,PO4508,GBP,19177.4,19177.4,False,EXPORT,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000986,02/13/2026,2026-02-13,02/06/2026,2026-06-02,2026-02,2026,02,AUS01,5810,CC4000,LinkedIn Corp,INV26617,PO4764,AUD,39375.14,39375.14,False,GST,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000987,18-01-2025,2025-01-18,11-01-2025,2025-01-11,2025-01,2025,01,AUS01,5620,CC4100,Slack,INV26571,,AUD,23356.15,23356.15,False,GST-FREE,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000988,2026-01-28,2026-01-28,2026-01-24,2026-01-24,2026-01,2026,01,AUS01,5520,CC4000,Google,INV44033,,NZD,23675.91,23675.91,False,GST,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000989,27/01/2026,2026-01-27,26/01/2026,2026-01-26,2026-01,2026,01,AUS01,5410,CC3200,Workday,INV93394,,USD,36148.87,36148.87,False,GST-FREE,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000990,2025-02-15,2025-02-15,2025-02-08,2025-02-08,2025-02,2025,02,AUS01,5800,CC4000,Google,INV54260,,NZD,20794.37,20794.37,False,INPUT,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000991,2026-01-25,2026-01-25,2026-01-24,2026-01-24,2026-01,2026,01,AUS01,5020,CC3000,Adobe,INV73016,PO2609,AUD,3810.2,3810.2,False,GST-FREE,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000992,01/21/2026,2026-01-21,01/20/2026,2026-01-20,2026-01,2026,01,AUS01,5900,CC4100,Amazon,INV59682,PO9257,USD,44479.29,44479.29,False,INPUT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000993,09/12/2025,2025-12-09,07/12/2025,2025-12-07,2025-12,2025,12,AUS01,5520,CC1200,Seek Limited,INV29736,,NZD,22152.15,22152.15,False,GST,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000994,2026-02-20,2026-02-20,2026-02-14,2026-02-14,2026-02,2026,02,AUS01,5400,CC3200,Microsoft,INV88539,,GBP,21082.34,21082.34,False,GST,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000995,01/13/2026,2026-01-13,01/07/2026,2026-07-01,2026-01,2026,01,AUS01,5020,CC3000,PWC,INV40907,PO5414,USD,18292.73,18292.73,False,GST,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000996,02/11/2026,2026-11-02,02/10/2026,2026-10-02,2026-02,2026,02,AUS01,5320,CC2100,Adobe,INV91922,PO7663,GBP,32859.03,32859.03,False,GST,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN000997,14-02-2026,2026-02-14,04-02-2026,2026-02-04,2026-02,2026,02,AUS01,5320,CC1000,Oracle,INV16158,PO7417,USD,2996.7,2996.7,False,INPUT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000998,2026-02-04,2026-02-04,2026-01-30,2026-01-30,2026-02,2026,02,AUS01,5620,CC2100,Oracle,INV77589,,GBP,22480.28,22480.28,False,GST-FREE,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN000999,2026-02-21,2026-02-21,2026-02-14,2026-02-14,2026-02,2026,02,AUS01,5220,CC2000,Zoom,INV91143,PO3799,AUD,6453.39,6453.39,False,EXPORT,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001000,02/21/2026,2026-02-21,02/14/2026,2026-02-14,2026-02,2026,02,AUS01,5300,CC1200,Amazon,INV58268,PO9656,USD,39587.13,39587.13,False,GST-FREE,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001001,02/04/2026,2026-04-02,01/30/2026,2026-01-30,2026-02,2026,02,AUS01,5020,CC3200,Microsoft,INV30535,PO7122,GBP,13193.98,13193.98,False,EXPORT,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN001002,06-01-2025,2025-01-06,02-01-2025,2025-01-02,2025-01,2025,01,AUS01,5800,CC3000,BCG,INV97643,,USD,13293.11,13293.11,False,GST,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001003,03/14/2025,2025-03-14,03/09/2025,2025-09-03,2025-03,2025,03,AUS01,5510,CC4100,Robert Half International,INV58283,,AUD,34764.46,34764.46,False,GST,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001004,02/06/2026,2026-06-02,01/31/2026,2026-01-31,2026-02,2026,02,AUS01,5800,CC1200,LinkedIn Corp,INV14920,,AUD,30348.13,30348.13,False,INPUT,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN001005,08/05/2025,2025-05-08,04/05/2025,2025-05-04,2025-05,2025,05,AUS01,5200,CC3000,SAP,INV61736,PO3316,NZD,26461.76,26461.76,False,GST,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001006,04-02-2026,2026-02-04,26-01-2026,2026-01-26,2026-02,2026,02,AUS01,5420,CC1100,MSFT,INV92689,PO9070,USD,10925.22,10925.22,False,GST,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001007,02/13/2026,2026-02-13,02/09/2026,2026-09-02,2026-02,2026,02,AUS01,5010,CC3100,Microsoft,INV52918,PO2561,AUD,43033.86,43033.86,False,EXPORT,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001008,28-01-2026,2026-01-28,19-01-2026,2026-01-19,2026-01,2026,01,AUS01,5800,CC4000,AWS,INV13482,PO1481,AUD,41026.84,41026.84,False,GST-FREE,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001009,11-12-2025,2025-12-11,09-12-2025,2025-12-09,2025-12,2025,12,AUS01,5520,CC1200,AWS,INV71901,PO9148,USD,31009.01,31009.01,False,INPUT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001010,2025-09-27,2025-09-27,2025-09-20,2025-09-20,2025-09,2025,09,AUS01,5000,CC4100,Workday,INV27553,PO2249,GBP,16618.93,16618.93,False,INPUT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001011,2025-03-03,2025-03-03,2025-02-22,2025-02-22,2025-03,2025,03,AUS01,5620,CC4100,KPMG Australia,INV40323,PO8820,AUD,24311.4,24311.4,False,GST-FREE,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001012,19/01/2026,2026-01-19,12/01/2026,2026-01-12,2026-01,2026,01,AUS01,5200,CC1200,Adobe,INV19633,,USD,27334.92,27334.92,False,GST-FREE,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001013,11-10-2025,2025-10-11,09-10-2025,2025-10-09,2025-10,2025,10,AUS01,5020,CC2100,Microsoft,INV15616,PO1348,NZD,5939.36,5939.36,False,EXPORT,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001014,16-02-2026,2026-02-16,09-02-2026,2026-02-09,2026-02,2026,02,AUS01,5410,CC1000,GCP,INV12355,PO4161,AUD,33610.8,33610.8,False,EXPORT,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001015,02/07/2026,2026-07-02,01/31/2026,2026-01-31,2026-02,2026,02,AUS01,5400,CC4100,Google,INV19526,PO4487,AUD,17444.16,17444.16,False,EXPORT,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN001016,25/05/2025,2025-05-25,20/05/2025,2025-05-20,2025-05,2025,05,AUS01,5310,CC3000,MSFT,INV67178,PO8952,GBP,22957.5,22957.5,False,GST-FREE,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001017,25/01/2026,2026-01-25,15/01/2026,2026-01-15,2026-01,2026,01,AUS01,5200,CC4000,Deloitte Touche,INV25181,,NZD,33759.88,33759.88,False,GST,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001018,26-01-2026,2026-01-26,22-01-2026,2026-01-22,2026-01,2026,01,AUS01,5310,CC2100,Accenture Pty,INV63406,,GBP,38841.23,38841.23,False,GST-FREE,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001019,2026-02-20,2026-02-20,2026-02-19,2026-02-19,2026-02,2026,02,AUS01,5100,CC3000,Optus Pty,INV76505,PO2062,AUD,27295.12,27295.12,False,GST,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001020,19/02/2026,2026-02-19,18/02/2026,2026-02-18,2026-02,2026,02,AUS01,5710,CC3200,Deloitte Touche,INV91852,PO7158,USD,18188.19,18188.19,False,EXPORT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001021,21-09-2025,2025-09-21,19-09-2025,2025-09-19,2025-09,2025,09,AUS01,5510,CC2100,Zoom,INV29258,PO2686,NZD,26109.65,26109.65,False,GST-FREE,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001022,01/25/2026,2026-01-25,01/15/2026,2026-01-15,2026-01,2026,01,AUS01,5610,CC2000,Oracle,INV48591,PO8043,USD,4965.13,4965.13,False,GST-FREE,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001023,2026-01-18,2026-01-18,2026-01-11,2026-01-11,2026-01,2026,01,AUS01,5610,CC1000,Seek Limited,INV69923,PO1500,USD,17969.92,17969.92,False,GST,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001024,24/01/2026,2026-01-24,19/01/2026,2026-01-19,2026-01,2026,01,AUS01,5520,CC2000,ServiceNow Inc,INV95221,,NZD,30189.58,30189.58,False,INPUT,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001025,2025-02-22,2025-02-22,2025-02-17,2025-02-17,2025-02,2025,02,AUS01,5910,CC1000,WeWork Australia,INV28672,PO8113,GBP,39938.99,39938.99,False,GST,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001026,18/02/2026,2026-02-18,11/02/2026,2026-02-11,2026-02,2026,02,AUS01,5600,CC3000,Zoom,INV82170,PO7198,GBP,29775.25,29775.25,False,GST,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001027,2025-05-21,2025-05-21,2025-05-17,2025-05-17,2025-05,2025,05,AUS01,5000,CC4000,Seek Limited,INV34941,PO6139,GBP,4511.55,4511.55,False,GST-FREE,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001028,2025-01-25,2025-01-25,2025-01-20,2025-01-20,2025-01,2025,01,AUS01,5910,CC2000,PWC,INV87019,PO6091,GBP,24411.92,24411.92,False,GST-FREE,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001029,2025-03-21,2025-03-21,2025-03-20,2025-03-20,2025-03,2025,03,AUS01,5910,CC1200,Seek Limited,INV88694,PO7378,USD,143.92,143.92,False,EXPORT,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001030,04-05-2025,2025-05-04,25-04-2025,2025-04-25,2025-05,2025,05,AUS01,5200,CC1100,Google,INV13340,,USD,36662.69,36662.69,False,INPUT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001031,2026-01-17,2026-01-17,2026-01-07,2026-01-07,2026-01,2026,01,AUS01,5620,CC2100,Google,INV52125,,NZD,28380.8,28380.8,False,GST,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001032,28/01/2026,2026-01-28,18/01/2026,2026-01-18,2026-01,2026,01,AUS01,5420,CC3100,Zoom,INV93558,,AUD,32875.94,32875.94,False,GST-FREE,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001033,15-05-2025,2025-05-15,05-05-2025,2025-05-05,2025-05,2025,05,AUS01,5300,CC3100,Adobe,INV28314,PO7744,AUD,32172.76,32172.76,False,EXPORT,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001034,01/05/2026,2026-05-01,01/04/2026,2026-04-01,2026-01,2026,01,AUS01,5520,CC1100,Hays,INV31098,PO2094,GBP,41535.02,41535.02,False,GST,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN001035,01/13/2026,2026-01-13,01/11/2026,2026-11-01,2026-01,2026,01,AUS01,5200,CC2000,SAP,INV51182,PO3805,GBP,10521.88,10521.88,False,GST-FREE,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001036,2026-02-13,2026-02-13,2026-02-05,2026-02-05,2026-02,2026,02,AUS01,5520,CC1100,LinkedIn Corp,INV98871,,AUD,9300.78,9300.78,False,GST-FREE,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001037,01-06-2025,2025-06-01,30-05-2025,2025-05-30,2025-06,2025,06,AUS01,5210,CC3100,Accenture Pty,INV81580,PO6651,NZD,6042.8,6042.8,False,EXPORT,Payment for consulting,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001038,07/01/2026,2026-01-07,30/12/2025,2025-12-30,2026-01,2026,01,AUS01,5020,CC4000,KPMG Australia,INV32111,PO6292,NZD,11980.48,11980.48,False,GST,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN001039,28-02-2026,2026-02-28,23-02-2026,2026-02-23,2026-02,2026,02,AUS01,5510,CC1000,GCP,INV40999,PO5098,GBP,12465.09,12465.09,False,GST,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
