transaction_id,anomaly_type,severity,description,column,posting_date,fiscal_period,amount,vendor,original_value,currency,period
TXN000418,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000419,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: New Vendor XYZ,,,,,New Vendor XYZ,,,
TXN000420,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000421,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000422,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000423,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000424,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: New Vendor XYZ,,,,,New Vendor XYZ,,,
TXN000425,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000426,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000427,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000428,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unknown Vendor LLC,,,,,Unknown Vendor LLC,,,
TXN000429,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000430,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unknown Vendor LLC,,,,,Unknown Vendor LLC,,,
TXN000431,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000432,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000433,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000434,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000435,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: New Vendor XYZ,,,,,New Vendor XYZ,,,
TXN000436,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unlisted Company,,,,,Unlisted Company,,,
TXN000437,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000438,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Mystery Corp,,,,,Mystery Corp,,,
TXN000439,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000440,PLACEHOLDER_VENDOR,HIGH,Placeholder vendor name: Unregistered Supplier,,,,,Unregistered Supplier,,,
TXN000297,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,19577.57,,INVALID_ACCT,,
TXN000298,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,31110.74,,INVALID_ACCT,,
TXN000299,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,21702.16,,INVALID_ACCT,,
TXN000300,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,1079.58,,INVALID_ACCT,,
TXN000301,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,25667.43,,INVALID_ACCT,,
TXN000302,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,21988.59,,INVALID_ACCT,,
TXN000303,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,12126.41,,INVALID_ACCT,,
TXN000304,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,21168.9,,INVALID_ACCT,,
TXN000305,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,36009.0,,INVALID_ACCT,,
TXN000306,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,35727.36,,INVALID_ACCT,,
TXN000307,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,37274.9,,INVALID_ACCT,,
TXN000308,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,34644.89,,INVALID_ACCT,,
TXN000309,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,35196.19,,INVALID_ACCT,,
TXN000310,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,31896.53,,INVALID_ACCT,,
TXN000311,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,34637.95,,INVALID_ACCT,,
TXN000312,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,16292.89,,INVALID_ACCT,,
TXN000313,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,42473.94,,INVALID_ACCT,,
TXN000314,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,17757.66,,INVALID_ACCT,,
TXN000315,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,40924.47,,INVALID_ACCT,,
TXN000316,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,39956.6,,INVALID_ACCT,,
TXN000317,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,4267.6,,INVALID_ACCT,,
TXN000318,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,32966.18,,INVALID_ACCT,,
TXN000319,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,15320.22,,INVALID_ACCT,,
TXN000320,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,23433.03,,INVALID_ACCT,,
TXN000321,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,2892.5,,INVALID_ACCT,,
TXN000322,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,26335.24,,INVALID_ACCT,,
TXN000323,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,31281.73,,INVALID_ACCT,,
TXN000324,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,16694.41,,INVALID_ACCT,,
TXN000325,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,6482.08,,INVALID_ACCT,,
TXN000326,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,39182.15,,INVALID_ACCT,,
TXN000327,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,30058.21,,INVALID_ACCT,,
TXN000328,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,43117.77,,INVALID_ACCT,,
TXN000329,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,42987.06,,INVALID_ACCT,,
TXN000330,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,37353.11,,INVALID_ACCT,,
TXN000331,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,18730.65,,INVALID_ACCT,,
TXN000332,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,34596.88,,INVALID_ACCT,,
TXN000333,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,4533.62,,INVALID_ACCT,,
TXN000334,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,22937.1,,INVALID_ACCT,,
TXN000335,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,28546.0,,INVALID_ACCT,,
TXN000336,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,3867.49,,INVALID_ACCT,,
TXN000337,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,29422.34,,INVALID_ACCT,,
TXN000338,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,2142.26,,INVALID_ACCT,,
TXN000339,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,39788.53,,INVALID_ACCT,,
TXN000340,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,812.77,,INVALID_ACCT,,
TXN000341,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,24262.1,,INVALID_ACCT,,
TXN000342,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,37777.65,,INVALID_ACCT,,
TXN000343,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,36751.01,,INVALID_ACCT,,
TXN000344,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,8904.3,,INVALID_ACCT,,
TXN000345,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,26508.59,,INVALID_ACCT,,
TXN000346,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,187.78,,INVALID_ACCT,,
TXN000347,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,16330.09,,INVALID_ACCT,,
TXN000348,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,3773.22,,INVALID_ACCT,,
TXN000349,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,1351.49,,INVALID_ACCT,,
TXN000350,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,23433.41,,INVALID_ACCT,,
TXN000351,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,14166.25,,INVALID_ACCT,,
TXN000352,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,13341.76,,INVALID_ACCT,,
TXN000353,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,39609.22,,INVALID_ACCT,,
TXN000354,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,26720.6,,INVALID_ACCT,,
TXN000355,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,11017.55,,INVALID_ACCT,,
TXN000356,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,21181.62,,INVALID_ACCT,,
TXN000357,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,19050.55,,INVALID_ACCT,,
TXN000358,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,27763.03,,INVALID_ACCT,,
TXN000359,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,28114.01,,INVALID_ACCT,,
TXN000360,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,16169.11,,INVALID_ACCT,,
TXN000361,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,12856.13,,INVALID_ACCT,,
TXN000362,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,1042.62,,INVALID_ACCT,,
TXN000363,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,42358.16,,INVALID_ACCT,,
TXN000364,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,41453.51,,INVALID_ACCT,,
TXN000365,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,9494.77,,INVALID_ACCT,,
TXN000366,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,14549.86,,INVALID_ACCT,,
TXN000367,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,40280.32,,INVALID_ACCT,,
TXN000368,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,33847.86,,INVALID_ACCT,,
TXN000369,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,18461.98,,INVALID_ACCT,,
TXN000370,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,13323.85,,INVALID_ACCT,,
TXN000371,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,30412.32,,INVALID_ACCT,,
TXN000372,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,35262.46,,INVALID_ACCT,,
TXN000373,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,21402.28,,INVALID_ACCT,,
TXN000374,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,16924.04,,INVALID_ACCT,,
TXN000375,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,14740.97,,INVALID_ACCT,,
TXN000376,INVALID_ACCOUNT,CRITICAL,Account code 'INVALID_ACCT' not in Chart of Accounts,,,,24098.63,,INVALID_ACCT,,
TXN000001,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,6049.77,,,,
TXN000002,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,27549.99,,,,
TXN000003,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,31735.11,,,,
TXN000004,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,6774.58,,,,
TXN000005,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,10916.04,,,,
TXN000006,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,38560.86,,,,
TXN000007,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,35651.07,,,,
TXN000008,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,25250.77,,,,
TXN000009,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,24691.31,,,,
TXN000010,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,5521.49,,,,
TXN000011,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,20636.72,,,,
TXN000012,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,32899.21,,,,
TXN000013,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,20432.77,,,,
TXN000014,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,9516.1,,,,
TXN000015,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,26268.0,,,,
TXN000016,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,6625.17,,,,
TXN000017,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,9259.64,,,,
TXN000018,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,31212.83,,,,
TXN000019,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,41025.74,,,,
TXN000020,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17036.2,,,,
TXN000021,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,1893.33,,,,
TXN000022,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43068.75,,,,
TXN000023,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,14964.89,,,,
TXN000024,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,10891.62,,,,
TXN000025,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,41018.98,,,,
TXN000026,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,7616.03,,,,
TXN000027,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,33635.4,,,,
TXN000028,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,25915.81,,,,
TXN000029,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,28899.88,,,,
TXN000030,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12740.13,,,,
TXN000031,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43210.03,,,,
TXN000032,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,24218.13,,,,
TXN000033,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,8825.25,,,,
TXN000034,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,4509.29,,,,
TXN000035,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,14842.74,,,,
TXN000036,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,11153.26,,,,
TXN000037,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,24870.06,,,,
TXN000038,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,38246.47,,,,
TXN000039,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,40125.55,,,,
TXN000040,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,20135.3,,,,
TXN000041,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16687.64,,,,
TXN000042,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,31697.76,,,,
TXN000043,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,23285.09,,,,
TXN000044,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,23202.9,,,,
TXN000045,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,21720.1,,,,
TXN000046,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,28366.37,,,,
TXN000047,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,42631.7,,,,
TXN000048,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,7630.7,,,,
TXN000049,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,37210.49,,,,
TXN000050,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,40373.91,,,,
TXN000051,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,6111.35,,,,
TXN000052,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,26051.62,,,,
TXN000053,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,11832.5,,,,
TXN000054,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,44484.02,,,,
TXN000055,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,35395.04,,,,
TXN000056,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16750.5,,,,
TXN000057,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,580.9,,,,
TXN000058,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,10842.62,,,,
TXN000059,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,33187.96,,,,
TXN000060,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,7959.06,,,,
TXN000061,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43475.89,,,,
TXN000062,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17282.03,,,,
TXN000063,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,18011.99,,,,
TXN000064,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,22505.07,,,,
TXN000065,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,5482.54,,,,
TXN000066,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,40425.64,,,,
TXN000067,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,21576.57,,,,
TXN000068,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,30367.23,,,,
TXN000069,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12196.43,,,,
TXN000070,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,20337.73,,,,
TXN000071,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,21337.12,,,,
TXN000072,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17988.25,,,,
TXN000073,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16307.19,,,,
TXN000074,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16044.4,,,,
TXN000075,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,28444.18,,,,
TXN000076,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12279.04,,,,
TXN000077,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,42325.64,,,,
TXN000078,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,23626.83,,,,
TXN000079,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,19997.9,,,,
TXN000080,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43876.67,,,,
TXN000081,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,21726.16,,,,
TXN000082,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12975.62,,,,
TXN000083,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,24714.73,,,,
TXN000084,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,19058.55,,,,
TXN000085,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,6234.42,,,,
TXN000086,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43640.26,,,,
TXN000087,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,761.15,,,,
TXN000088,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12066.01,,,,
TXN000089,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,34728.02,,,,
TXN000090,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17571.62,,,,
TXN000091,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16283.16,,,,
TXN000092,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,26352.89,,,,
TXN000093,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,11267.63,,,,
TXN000094,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,22004.15,,,,
TXN000095,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,40449.97,,,,
TXN000096,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,12462.07,,,,
TXN000097,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,33041.23,,,,
TXN000098,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,27625.46,,,,
TXN000099,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,39319.83,,,,
TXN000100,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16549.3,,,,
TXN000101,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,35761.81,,,,
TXN000102,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,32660.22,,,,
TXN000103,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,34506.13,,,,
TXN000104,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,29623.18,,,,
TXN000105,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,16940.33,,,,
TXN000106,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,44704.2,,,,
TXN000107,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,1794.36,,,,
TXN000108,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,25714.87,,,,
TXN000109,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,32912.44,,,,
TXN000110,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,2530.34,,,,
TXN000111,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,33902.53,,,,
TXN000112,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,11888.85,,,,
TXN000113,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,10979.95,,,,
TXN000114,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,26765.08,,,,
TXN000115,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,41597.17,,,,
TXN000116,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,716.62,,,,
TXN000117,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,28074.59,,,,
TXN000118,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,35534.56,,,,
TXN000119,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,13233.05,,,,
TXN000120,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,25274.87,,,,
TXN000121,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,15670.42,,,,
TXN000122,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,10228.66,,,,
TXN000123,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,43677.12,,,,
TXN000124,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,44806.29,,,,
TXN000125,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,34468.03,,,,
TXN000126,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,26876.6,,,,
TXN000127,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,21375.73,,,,
TXN000128,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,3069.52,,,,
TXN000129,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17797.37,,,,
TXN000130,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,8624.28,,,,
TXN000131,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,37362.22,,,,
TXN000132,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,1218.55,,,,
TXN000133,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,5226.01,,,,
TXN000134,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,34594.89,,,,
TXN000135,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,13066.25,,,,
TXN000136,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,24503.2,,,,
TXN000137,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,27094.62,,,,
TXN000138,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,29432.13,,,,
TXN000139,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,27537.93,,,,
TXN000140,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,34154.05,,,,
TXN000141,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,5007.67,,,,
TXN000142,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,27681.62,,,,
TXN000143,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,1177.01,,,,
TXN000144,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,28863.76,,,,
TXN000145,MISSING_COST_CENTER,MEDIUM,Cost center is missing,,,,17882.61,,,,
