transaction_id,rule_id,rule_name,severity,description,amount,vendor,account
TXN002258,EX001,Rule 1,MEDIUM,Rule 1,31567.320014999998,Oracle,5500
TXN002259,EX001,Rule 1,MEDIUM,Rule 1,44971.1064,EY Australia,5520
TXN002267,EX001,Rule 1,MEDIUM,Rule 1,34833.393805,Google,5410
TXN002268,EX001,Rule 1,MEDIUM,Rule 1,21421.74384,BCG,5210
TXN002277,EX001,Rule 1,MEDIUM,Rule 1,67620.12650000001,ServiceNow Inc,5500
TXN002283,EX001,Rule 1,MEDIUM,Rule 1,24440.60845,Deloitte Touche,5500
TXN002285,EX001,Rule 1,MEDIUM,Rule 1,21900.98412,Atlassian Pty,5900
TXN002286,EX001,Rule 1,MEDIUM,Rule 1,13345.1054,Robert Half International,5100
TXN002292,EX001,Rule 1,MEDIUM,Rule 1,32111.180089999998,Seek Limited,5920
TXN002308,EX001,Rule 1,MEDIUM,Rule 1,25250.362855,McKinsey,5000
TXN002310,EX001,Rule 1,MEDIUM,Rule 1,27874.526280000002,ServiceNow Inc,5610
TXN002320,EX001,Rule 1,MEDIUM,Rule 1,16776.66,SAP,5520
TXN002322,EX001,Rule 1,MEDIUM,Rule 1,14869.226745,Federal Express,5900
TXN002324,EX001,Rule 1,MEDIUM,Rule 1,54370.62675,Microsoft,5020
TXN002326,EX001,Rule 1,MEDIUM,Rule 1,38603.801569999996,Workday,5610
TXN002332,EX001,Rule 1,MEDIUM,Rule 1,39946.25,DHL Express,5400
TXN002337,EX001,Rule 1,MEDIUM,Rule 1,42042.66154,Telstra Corp,5400
TXN002338,EX001,Rule 1,MEDIUM,Rule 1,26358.61,Deloitte Touche,5020
TXN002341,EX001,Rule 1,MEDIUM,Rule 1,11843.53,Adobe,5220
TXN002343,EX001,Rule 1,MEDIUM,Rule 1,58683.56735,Federal Express,5420
TXN002347,EX001,Rule 1,MEDIUM,Rule 1,17095.59212,Telstra Corp,5000
TXN002355,EX001,Rule 1,MEDIUM,Rule 1,147.93636,Google,5900
TXN002357,EX001,Rule 1,MEDIUM,Rule 1,76016.71465000001,PWC,5620
TXN002358,EX001,Rule 1,MEDIUM,Rule 1,31921.18,Zoom,5100
TXN002359,EX001,Rule 1,MEDIUM,Rule 1,4912.833135000001,Atlassian Pty,5010
TXN002360,EX001,Rule 1,MEDIUM,Rule 1,19277.52,Accenture Pty,5510
TXN002365,EX001,Rule 1,MEDIUM,Rule 1,39901.5,Regus Australia,5620
TXN002366,EX001,Rule 1,MEDIUM,Rule 1,21565.56764,Optus Pty,5700
TXN002367,EX001,Rule 1,MEDIUM,Rule 1,39072.15,KPMG Australia,5920
TXN002368,EX001,Rule 1,MEDIUM,Rule 1,54373.1735,Robert Half International,5100
TXN002369,EX001,Rule 1,MEDIUM,Rule 1,37284.85572,Deloitte Touche,5510
TXN002372,EX001,Rule 1,MEDIUM,Rule 1,19863.49,Accenture Pty,5220
TXN002373,EX001,Rule 1,MEDIUM,Rule 1,59475.8235,Atlassian Pty,5120
TXN002374,EX001,Rule 1,MEDIUM,Rule 1,34137.05,Slack,5200
TXN002375,EX001,Rule 1,MEDIUM,Rule 1,12555.341625,MSFT,5600
TXN002379,EX001,Rule 1,MEDIUM,Rule 1,63896.19140999999,Atlassian Pty,5010
TXN002383,EX001,Rule 1,MEDIUM,Rule 1,24028.45535,Hays,5420
TXN002395,EX001,Rule 1,MEDIUM,Rule 1,25225.94,Adobe,5520
TXN002398,EX001,Rule 1,MEDIUM,Rule 1,21250.74988,Telstra Corp,5810
TXN002399,EX001,Rule 1,MEDIUM,Rule 1,16284.30165,Adobe,5610
TXN002402,EX001,Rule 1,MEDIUM,Rule 1,18410.138069999997,Accenture Pty,5600
TXN002407,EX001,Rule 1,MEDIUM,Rule 1,3053.63352,Deloitte Touche,5200
TXN002411,EX001,Rule 1,MEDIUM,Rule 1,41412.17,DHL Express,5100
TXN002422,EX001,Rule 1,MEDIUM,Rule 1,59085.83525,SAP,5600
TXN002424,EX001,Rule 1,MEDIUM,Rule 1,2340.67,McKinsey,5510
TXN002425,EX001,Rule 1,MEDIUM,Rule 1,20284.84749,AWS,5810
TXN002432,EX001,Rule 1,MEDIUM,Rule 1,373.84384,Federal Express,5000
TXN002433,EX001,Rule 1,MEDIUM,Rule 1,26185.41,Optus Pty,5110
TXN002436,EX001,Rule 1,MEDIUM,Rule 1,72573.85740000001,LinkedIn Corp,5000
TXN002439,EX001,Rule 1,MEDIUM,Rule 1,1971.4409600000004,Oracle,5800
TXN002440,EX001,Rule 1,MEDIUM,Rule 1,50259.60164999999,Atlassian Pty,5200
TXN002443,EX001,Rule 1,MEDIUM,Rule 1,14616.496560000001,AusPost,5600
TXN002444,EX001,Rule 1,MEDIUM,Rule 1,46392.3646,McKinsey,5200
TXN002445,EX001,Rule 1,MEDIUM,Rule 1,22443.23366,PWC,5010
TXN002446,EX001,Rule 1,MEDIUM,Rule 1,20451.35275,Atlassian Pty,5800
TXN002450,EX001,Rule 1,MEDIUM,Rule 1,18984.365459999997,Federal Express,5010
TXN002451,EX001,Rule 1,MEDIUM,Rule 1,85998.36886,Federal Express,5100
TXN002461,EX001,Rule 1,MEDIUM,Rule 1,5200.435149999999,BCG,5220
TXN002462,EX001,Rule 1,MEDIUM,Rule 1,38016.890185000004,Salesforce,5510
TXN002463,EX001,Rule 1,MEDIUM,Rule 1,7520.42249,MSFT,5520
TXN002464,EX001,Rule 1,MEDIUM,Rule 1,21208.737265,Adobe,5620
TXN002469,EX001,Rule 1,MEDIUM,Rule 1,16232.75,Workday,5310
TXN002472,EX001,Rule 1,MEDIUM,Rule 1,62372.2027,Hays,5810
TXN002473,EX001,Rule 1,MEDIUM,Rule 1,54663.5034,BCG,5010
TXN002479,EX001,Rule 1,MEDIUM,Rule 1,32572.32,Regus Australia,5500
TXN002481,EX001,Rule 1,MEDIUM,Rule 1,31153.4333,Deloitte Touche,5320
TXN002482,EX001,Rule 1,MEDIUM,Rule 1,25717.40296,Microsoft,5200
TXN002487,EX001,Rule 1,MEDIUM,Rule 1,51810.295040000005,Telstra Corp,5800
TXN002490,EX001,Rule 1,MEDIUM,Rule 1,31818.34,EY Australia,5510
TXN002497,EX001,Rule 1,MEDIUM,Rule 1,42299.59497,Google,5900
TXN002501,EX001,Rule 1,MEDIUM,Rule 1,7303.84164,Oracle,5200
TXN002502,EX001,Rule 1,MEDIUM,Rule 1,33275.78,Slack,5420
TXN002505,EX001,Rule 1,MEDIUM,Rule 1,35224.87,Salesforce,5300
TXN002507,EX001,Rule 1,MEDIUM,Rule 1,52882.965379999994,Telstra Corp,5220
TXN002508,EX001,Rule 1,MEDIUM,Rule 1,22643.42,Amazon,5020
TXN002511,EX001,Rule 1,MEDIUM,Rule 1,19535.14377,Adobe,5400
TXN002517,EX001,Rule 1,MEDIUM,Rule 1,34179.3321,Accenture Pty,5900
TXN002522,EX001,Rule 1,MEDIUM,Rule 1,43412.9255,PWC,5320
TXN002525,EX001,Rule 1,MEDIUM,Rule 1,26268.15,Federal Express,5320
TXN002527,EX001,Rule 1,MEDIUM,Rule 1,24874.142849999997,DHL Express,5600
TXN002529,EX001,Rule 1,MEDIUM,Rule 1,47102.65975,WeWork Australia,5520
TXN002531,EX001,Rule 1,MEDIUM,Rule 1,58354.56725,ServiceNow Inc,5420
TXN002538,EX001,Rule 1,MEDIUM,Rule 1,37661.15484,Salesforce,5200
TXN002541,EX001,Rule 1,MEDIUM,Rule 1,25474.840640000002,LinkedIn Corp,5810
TXN002551,EX001,Rule 1,MEDIUM,Rule 1,39895.764305000004,Telstra Corp,5620
TXN002552,EX001,Rule 1,MEDIUM,Rule 1,43518.99,MSFT,5420
TXN002553,EX001,Rule 1,MEDIUM,Rule 1,41260.447955,Zoom,5700
TXN002555,EX001,Rule 1,MEDIUM,Rule 1,66153.14275,Seek Limited,5700
TXN002557,EX001,Rule 1,MEDIUM,Rule 1,32601.675354999996,Oracle,5710
TXN002558,EX001,Rule 1,MEDIUM,Rule 1,57547.41910000001,Workday,5900
TXN002569,EX001,Rule 1,MEDIUM,Rule 1,726.2187099999999,WeWork Australia,5400
TXN002570,EX001,Rule 1,MEDIUM,Rule 1,13009.56,Regus Australia,5020
TXN002572,EX001,Rule 1,MEDIUM,Rule 1,44399.70861,LinkedIn Corp,5910
TXN002575,EX001,Rule 1,MEDIUM,Rule 1,21982.0122,McKinsey,5510
TXN002577,EX001,Rule 1,MEDIUM,Rule 1,62748.853,Robert Half International,5520
TXN002582,EX001,Rule 1,MEDIUM,Rule 1,26747.16976,Atlassian Pty,5100
TXN002586,EX001,Rule 1,MEDIUM,Rule 1,24775.49995,MSFT,5810
TXN002591,EX001,Rule 1,MEDIUM,Rule 1,37468.87,LinkedIn Corp,5220
TXN002592,EX001,Rule 1,MEDIUM,Rule 1,32487.83952,Telstra Corp,5600
TXN002595,EX001,Rule 1,MEDIUM,Rule 1,2159.03,McKinsey,5010
TXN002596,EX001,Rule 1,MEDIUM,Rule 1,51883.886150000006,Adobe,5220
TXN002597,EX001,Rule 1,MEDIUM,Rule 1,22033.678529999997,Robert Half International,5420
TXN002598,EX001,Rule 1,MEDIUM,Rule 1,37058.069879999995,Workday,5100
TXN002600,EX001,Rule 1,MEDIUM,Rule 1,57681.77263,EY Australia,5500
TXN002603,EX001,Rule 1,MEDIUM,Rule 1,28947.31776,Regus Australia,5710
TXN002604,EX001,Rule 1,MEDIUM,Rule 1,21714.227515,DHL Express,5120
TXN002606,EX001,Rule 1,MEDIUM,Rule 1,64307.39085,KPMG Australia,5220
TXN002607,EX001,Rule 1,MEDIUM,Rule 1,40494.560300000005,Zoom,5900
TXN002608,EX001,Rule 1,MEDIUM,Rule 1,41794.387019999995,Zoom,5700
TXN002610,EX001,Rule 1,MEDIUM,Rule 1,42794.69,Amazon,5400
TXN002613,EX001,Rule 1,MEDIUM,Rule 1,64661.52725,McKinsey,5900
TXN002617,EX001,Rule 1,MEDIUM,Rule 1,11520.41472,ServiceNow Inc,5900
TXN002621,EX001,Rule 1,MEDIUM,Rule 1,7641.47,Oracle,5810
TXN002624,EX001,Rule 1,MEDIUM,Rule 1,10194.50322,Workday,5210
TXN002627,EX001,Rule 1,MEDIUM,Rule 1,18318.16275,Workday,5320
TXN002628,EX001,Rule 1,MEDIUM,Rule 1,39794.11,Zoom,5120
TXN002629,EX001,Rule 1,MEDIUM,Rule 1,61129.823249999994,Workday,5120
TXN002632,EX001,Rule 1,MEDIUM,Rule 1,5466.2252499999995,Regus Australia,5700
TXN002636,EX001,Rule 1,MEDIUM,Rule 1,5389.44,Oracle,5800
TXN002643,EX001,Rule 1,MEDIUM,Rule 1,5889.24,LinkedIn Corp,5020
TXN002647,EX001,Rule 1,MEDIUM,Rule 1,25277.541119999998,EY Australia,5710
TXN002652,EX001,Rule 1,MEDIUM,Rule 1,36552.7604,Workday,5800
TXN002654,EX001,Rule 1,MEDIUM,Rule 1,42938.35434,Salesforce,5100
TXN002657,EX001,Rule 1,MEDIUM,Rule 1,15348.24,Accenture Pty,5600
TXN002661,EX001,Rule 1,MEDIUM,Rule 1,15814.83,Optus Pty,5920
TXN002663,EX001,Rule 1,MEDIUM,Rule 1,4274.58,Atlassian Pty,5210
TXN002676,EX001,Rule 1,MEDIUM,Rule 1,22561.30605,DHL Express,5120
TXN002679,EX001,Rule 1,MEDIUM,Rule 1,5577.43846,Salesforce,5300
TXN002681,EX001,Rule 1,MEDIUM,Rule 1,41864.99189,Federal Express,5510
TXN002688,EX001,Rule 1,MEDIUM,Rule 1,14168.841840000001,EY Australia,5320
TXN002694,EX001,Rule 1,MEDIUM,Rule 1,6135.0298,Deloitte Touche,5300
TXN002702,EX001,Rule 1,MEDIUM,Rule 1,26755.52901,AusPost,5600
TXN002703,EX001,Rule 1,MEDIUM,Rule 1,40267.34092,ServiceNow Inc,5100
TXN002705,EX001,Rule 1,MEDIUM,Rule 1,21921.75075,Hays,5910
TXN002710,EX001,Rule 1,MEDIUM,Rule 1,9847.25,AWS,5000
TXN002714,EX001,Rule 1,MEDIUM,Rule 1,27013.087499999998,DHL Express,5410
TXN002723,EX001,Rule 1,MEDIUM,Rule 1,30233.902920000004,Regus Australia,5920
TXN002724,EX001,Rule 1,MEDIUM,Rule 1,41573.34,Federal Express,5810
TXN002725,EX001,Rule 1,MEDIUM,Rule 1,3209.6408,ServiceNow Inc,5520
TXN002727,EX001,Rule 1,MEDIUM,Rule 1,19838.46126,SAP,5120
TXN002734,EX001,Rule 1,MEDIUM,Rule 1,24995.8,ServiceNow Inc,5810
TXN002735,EX001,Rule 1,MEDIUM,Rule 1,7630.41375,ServiceNow Inc,5020
TXN002737,EX001,Rule 1,MEDIUM,Rule 1,23622.973120000002,Oracle,5300
TXN002739,EX001,Rule 1,MEDIUM,Rule 1,38782.9765,Amazon,5810
TXN002741,EX001,Rule 1,MEDIUM,Rule 1,10940.453700000002,AWS,5510
TXN002750,EX001,Rule 1,MEDIUM,Rule 1,17898.986,Salesforce,5800
TXN002757,EX001,Rule 1,MEDIUM,Rule 1,21975.912119999997,Salesforce,5320
TXN002758,EX001,Rule 1,MEDIUM,Rule 1,34737.0295,SAP,5210
TXN002762,EX001,Rule 1,MEDIUM,Rule 1,5441.6323,DHL Express,5420
TXN002765,EX001,Rule 1,MEDIUM,Rule 1,38075.2281,Accenture Pty,5400
TXN002773,EX001,Rule 1,MEDIUM,Rule 1,20141.90334,Adobe,5220
TXN002775,EX001,Rule 1,MEDIUM,Rule 1,21527.47,McKinsey,5310
TXN002776,EX001,Rule 1,MEDIUM,Rule 1,2010.9298000000001,Adobe,5010
TXN002781,EX001,Rule 1,MEDIUM,Rule 1,39096.0864,Seek Limited,5300
TXN002786,EX001,Rule 1,MEDIUM,Rule 1,9844.58,KPMG Australia,5410
TXN002788,EX001,Rule 1,MEDIUM,Rule 1,41250.01151999999,WeWork Australia,5200
TXN002789,EX001,Rule 1,MEDIUM,Rule 1,20094.3468,LinkedIn Corp,5900
TXN002790,EX001,Rule 1,MEDIUM,Rule 1,46193.698599999996,Hays,5310
TXN002793,EX001,Rule 1,MEDIUM,Rule 1,18058.64636,Hays,5900
TXN002794,EX001,Rule 1,MEDIUM,Rule 1,17485.53,Telstra Corp,5900
TXN002798,EX001,Rule 1,MEDIUM,Rule 1,9084.121875,MSFT,5710
TXN002800,EX001,Rule 1,MEDIUM,Rule 1,32688.14428,Microsoft,5800
TXN002805,EX001,Rule 1,MEDIUM,Rule 1,21448.33,AWS,5710
TXN002807,EX001,Rule 1,MEDIUM,Rule 1,19814.63,LinkedIn Corp,5420
TXN002813,EX001,Rule 1,MEDIUM,Rule 1,9914.330100000001,AWS,5310
TXN002818,EX001,Rule 1,MEDIUM,Rule 1,21833.9483,Zoom,5520
TXN002822,EX001,Rule 1,MEDIUM,Rule 1,58138.62725,Zoom,5210
TXN002824,EX001,Rule 1,MEDIUM,Rule 1,45477.07912,Slack,5700
TXN002825,EX001,Rule 1,MEDIUM,Rule 1,35817.02097,AWS,5510
TXN002833,EX001,Rule 1,MEDIUM,Rule 1,37476.85704,Zoom,5000
TXN002837,EX001,Rule 1,MEDIUM,Rule 1,36298.4,Accenture Pty,5210
TXN002839,EX001,Rule 1,MEDIUM,Rule 1,30539.68,Hays,5920
TXN002840,EX001,Rule 1,MEDIUM,Rule 1,19126.43876,KPMG Australia,5800
TXN002843,EX001,Rule 1,MEDIUM,Rule 1,50937.135,Deloitte Touche,5210
TXN002844,EX001,Rule 1,MEDIUM,Rule 1,13034.869639999999,WeWork Australia,5900
TXN002847,EX001,Rule 1,MEDIUM,Rule 1,7484.74699,Hays,5910
TXN002853,EX001,Rule 1,MEDIUM,Rule 1,55475.55468,Seek Limited,5600
TXN002854,EX001,Rule 1,MEDIUM,Rule 1,58815.0802,Oracle,5800
TXN002855,EX001,Rule 1,MEDIUM,Rule 1,25471.3,Deloitte Touche,5310
TXN002859,EX001,Rule 1,MEDIUM,Rule 1,22333.07006,Federal Express,5800
TXN002871,EX001,Rule 1,MEDIUM,Rule 1,14722.05,Federal Express,5020
TXN002872,EX001,Rule 1,MEDIUM,Rule 1,32400.65325,DHL Express,5200
TXN002873,EX001,Rule 1,MEDIUM,Rule 1,31224.17,Seek Limited,5320
TXN002875,EX001,Rule 1,MEDIUM,Rule 1,58727.67532,McKinsey,5110
TXN002878,EX001,Rule 1,MEDIUM,Rule 1,44942.1,AWS,5210
TXN002879,EX001,Rule 1,MEDIUM,Rule 1,33648.11,WeWork Australia,5400
TXN002881,EX001,Rule 1,MEDIUM,Rule 1,67221.85408,KPMG Australia,5200
TXN002885,EX001,Rule 1,MEDIUM,Rule 1,67016.35375,Optus Pty,5600
TXN002887,EX001,Rule 1,MEDIUM,Rule 1,37948.4553,Robert Half International,5420
TXN002889,EX001,Rule 1,MEDIUM,Rule 1,5586.39525,Optus Pty,5220
TXN002892,EX001,Rule 1,MEDIUM,Rule 1,30581.60903,Microsoft,5320
TXN002898,EX001,Rule 1,MEDIUM,Rule 1,873.08,Amazon,5400
TXN002900,EX001,Rule 1,MEDIUM,Rule 1,8609.742660000002,Optus Pty,5020
TXN002903,EX001,Rule 1,MEDIUM,Rule 1,16159.1447,AusPost,5410
TXN002904,EX001,Rule 1,MEDIUM,Rule 1,9498.66122,Seek Limited,5910
TXN002908,EX001,Rule 1,MEDIUM,Rule 1,24425.44672,Seek Limited,5310
TXN002914,EX001,Rule 1,MEDIUM,Rule 1,31022.253760000003,Telstra Corp,5210
TXN002919,EX001,Rule 1,MEDIUM,Rule 1,53103.5477,KPMG Australia,5000
TXN002920,EX001,Rule 1,MEDIUM,Rule 1,25499.663129999997,Federal Express,5220
TXN002922,EX001,Rule 1,MEDIUM,Rule 1,10716.551570000001,MSFT,5010
TXN002923,EX001,Rule 1,MEDIUM,Rule 1,12001.0,Federal Express,5220
TXN002927,EX001,Rule 1,MEDIUM,Rule 1,14063.58,KPMG Australia,5710
TXN002928,EX001,Rule 1,MEDIUM,Rule 1,22473.1644,KPMG Australia,5320
TXN002929,EX001,Rule 1,MEDIUM,Rule 1,39254.476950000004,Workday,5910
TXN002936,EX001,Rule 1,MEDIUM,Rule 1,39631.209279999995,GCP,5710
TXN002938,EX001,Rule 1,MEDIUM,Rule 1,34416.37008,Atlassian Pty,5520
TXN002940,EX001,Rule 1,MEDIUM,Rule 1,48934.29354,Oracle,5510
TXN002942,EX001,Rule 1,MEDIUM,Rule 1,2809.51,Slack,5010
TXN002944,EX001,Rule 1,MEDIUM,Rule 1,34349.73,AusPost,5520
TXN002946,EX001,Rule 1,MEDIUM,Rule 1,28498.86,Seek Limited,5400
TXN002947,EX001,Rule 1,MEDIUM,Rule 1,36572.792460000004,LinkedIn Corp,5210
TXN002952,EX001,Rule 1,MEDIUM,Rule 1,41489.922600000005,ServiceNow Inc,5620
TXN002955,EX001,Rule 1,MEDIUM,Rule 1,15976.677749999999,DHL Express,5810
TXN002966,EX001,Rule 1,MEDIUM,Rule 1,5189.65,Workday,5400
TXN002969,EX001,Rule 1,MEDIUM,Rule 1,40347.447615000005,Oracle,5200
TXN002975,EX001,Rule 1,MEDIUM,Rule 1,25128.52,MSFT,5800
TXN002977,EX001,Rule 1,MEDIUM,Rule 1,6631.20796,Robert Half International,5100
TXN002986,EX001,Rule 1,MEDIUM,Rule 1,2515.9483800000003,Deloitte Touche,5000
TXN002987,EX001,Rule 1,MEDIUM,Rule 1,23596.081,KPMG Australia,5710
TXN002988,EX001,Rule 1,MEDIUM,Rule 1,53520.07954,Hays,5320
TXN002990,EX001,Rule 1,MEDIUM,Rule 1,10848.15,GCP,5310
TXN002991,EX001,Rule 1,MEDIUM,Rule 1,40043.44524,DHL Express,5120
TXN002992,EX001,Rule 1,MEDIUM,Rule 1,36013.0885,Seek Limited,5010
TXN002998,EX001,Rule 1,MEDIUM,Rule 1,36288.15,McKinsey,5620
TXN003002,EX001,Rule 1,MEDIUM,Rule 1,10443.42,Deloitte Touche,5910
TXN003004,EX001,Rule 1,MEDIUM,Rule 1,56819.032920000005,DHL Express,5110
TXN003009,EX001,Rule 1,MEDIUM,Rule 1,25422.55,PWC,5410
TXN003010,EX001,Rule 1,MEDIUM,Rule 1,41621.53,Accenture Pty,5800
TXN003011,EX001,Rule 1,MEDIUM,Rule 1,55503.4666,MSFT,5800
TXN003012,EX001,Rule 1,MEDIUM,Rule 1,708.46,AWS,5510
TXN003013,EX001,Rule 1,MEDIUM,Rule 1,20425.94604,Federal Express,5610
TXN003017,EX001,Rule 1,MEDIUM,Rule 1,56090.69216,Federal Express,5500
TXN003022,EX001,Rule 1,MEDIUM,Rule 1,23579.939285,Zoom,5900
TXN003023,EX001,Rule 1,MEDIUM,Rule 1,31195.266239999997,Seek Limited,5410
TXN003030,EX001,Rule 1,MEDIUM,Rule 1,82861.85157999999,Seek Limited,5310
TXN003036,EX001,Rule 1,MEDIUM,Rule 1,23645.917999999998,Seek Limited,5310
TXN003037,EX001,Rule 1,MEDIUM,Rule 1,54991.05066,MSFT,5610
TXN003038,EX001,Rule 1,MEDIUM,Rule 1,14447.954819999999,Amazon,5200
TXN003044,EX001,Rule 1,MEDIUM,Rule 1,50527.068159999995,Google,5500
TXN003046,EX001,Rule 1,MEDIUM,Rule 1,50397.74249999999,Hays,5710
TXN003047,EX001,Rule 1,MEDIUM,Rule 1,20927.19324,Seek Limited,5510
TXN003051,EX001,Rule 1,MEDIUM,Rule 1,3644.75,McKinsey,5900
TXN003056,EX001,Rule 1,MEDIUM,Rule 1,35553.61641,BCG,5510
TXN003061,EX001,Rule 1,MEDIUM,Rule 1,13574.91,GCP,5810
TXN003063,EX001,Rule 1,MEDIUM,Rule 1,51486.65303999999,Deloitte Touche,5800
TXN003068,EX001,Rule 1,MEDIUM,Rule 1,40470.59,AWS,5320
TXN003077,EX001,Rule 1,MEDIUM,Rule 1,22490.07475,Zoom,5900
TXN003079,EX001,Rule 1,MEDIUM,Rule 1,28543.49081,Telstra Corp,5620
TXN003081,EX001,Rule 1,MEDIUM,Rule 1,32849.778,Accenture Pty,5400
TXN003089,EX001,Rule 1,MEDIUM,Rule 1,20044.75185,Deloitte Touche,5110
TXN003090,EX001,Rule 1,MEDIUM,Rule 1,86110.57515,MSFT,5920
TXN003091,EX001,Rule 1,MEDIUM,Rule 1,18066.676799999997,Workday,5910
TXN003092,EX001,Rule 1,MEDIUM,Rule 1,36484.603240000004,Federal Express,5210
TXN003096,EX001,Rule 1,MEDIUM,Rule 1,11706.9,Hays,5800
TXN003103,EX001,Rule 1,MEDIUM,Rule 1,1953.82,Workday,5420
TXN003104,EX001,Rule 1,MEDIUM,Rule 1,42491.12,LinkedIn Corp,5220
TXN003105,EX001,Rule 1,MEDIUM,Rule 1,5457.2902,Slack,5400
TXN003109,EX001,Rule 1,MEDIUM,Rule 1,52354.118,PWC,5400
TXN003111,EX001,Rule 1,MEDIUM,Rule 1,39549.53056,BCG,5000
TXN003114,EX001,Rule 1,MEDIUM,Rule 1,41482.05248,GCP,5700
TXN003116,EX001,Rule 1,MEDIUM,Rule 1,38702.273499999996,AusPost,5410
TXN003123,EX001,Rule 1,MEDIUM,Rule 1,24573.610619999996,AWS,5200
TXN003126,EX001,Rule 1,MEDIUM,Rule 1,23711.000760000003,Hays,5320
TXN003128,EX001,Rule 1,MEDIUM,Rule 1,12454.34626,LinkedIn Corp,5610
TXN003129,EX001,Rule 1,MEDIUM,Rule 1,61046.73225,Telstra Corp,5700
TXN003133,EX001,Rule 1,MEDIUM,Rule 1,16338.56,Seek Limited,5310
TXN003139,EX001,Rule 1,MEDIUM,Rule 1,29457.08214,SAP,5120
TXN003142,EX001,Rule 1,MEDIUM,Rule 1,27525.777249999996,Zoom,5320
TXN003145,EX001,Rule 1,MEDIUM,Rule 1,33418.612499999996,GCP,5610
TXN003147,EX001,Rule 1,MEDIUM,Rule 1,39368.96,Robert Half International,5310
TXN003148,EX001,Rule 1,MEDIUM,Rule 1,55878.20143000001,Adobe,5610
TXN003149,EX001,Rule 1,MEDIUM,Rule 1,8242.91702,Seek Limited,5700
TXN003155,EX001,Rule 1,MEDIUM,Rule 1,32424.43,AWS,5700
TXN003157,EX001,Rule 1,MEDIUM,Rule 1,3602.69525,Seek Limited,5620
TXN003158,EX001,Rule 1,MEDIUM,Rule 1,37507.431500000006,MSFT,5210
TXN003162,EX001,Rule 1,MEDIUM,Rule 1,5272.027599999999,Telstra Corp,5010
TXN003168,EX001,Rule 1,MEDIUM,Rule 1,836.53524,Salesforce,5420
TXN003170,EX001,Rule 1,MEDIUM,Rule 1,8254.167959999999,Google,5500
TXN003179,EX001,Rule 1,MEDIUM,Rule 1,30510.370939999997,Slack,5200
TXN003183,EX001,Rule 1,MEDIUM,Rule 1,28236.82412,Atlassian Pty,5500
TXN003192,EX001,Rule 1,MEDIUM,Rule 1,7218.1,BCG,5900
TXN003195,EX001,Rule 1,MEDIUM,Rule 1,42411.26448,SAP,5010
TXN003196,EX001,Rule 1,MEDIUM,Rule 1,29479.304555000002,Hays,5300
TXN003201,EX001,Rule 1,MEDIUM,Rule 1,9798.547840000001,MSFT,5020
TXN003207,EX001,Rule 1,MEDIUM,Rule 1,10225.06,McKinsey,5610
TXN003209,EX001,Rule 1,MEDIUM,Rule 1,28511.31,Adobe,5110
TXN003210,EX001,Rule 1,MEDIUM,Rule 1,66056.26512,ServiceNow Inc,5710
TXN003211,EX001,Rule 1,MEDIUM,Rule 1,15931.288364999999,EY Australia,5020
TXN003212,EX001,Rule 1,MEDIUM,Rule 1,26666.53,Slack,5200
TXN003214,EX001,Rule 1,MEDIUM,Rule 1,24581.26138,Regus Australia,5700
TXN003218,EX001,Rule 1,MEDIUM,Rule 1,18327.95,GCP,5400
TXN003223,EX001,Rule 1,MEDIUM,Rule 1,734.5278400000001,Regus Australia,5320
TXN003226,EX001,Rule 1,MEDIUM,Rule 1,19842.09,AusPost,5910
TXN003227,EX001,Rule 1,MEDIUM,Rule 1,45454.68237,McKinsey,5120
TXN003228,EX001,Rule 1,MEDIUM,Rule 1,38847.73584,WeWork Australia,5520
TXN003229,EX001,Rule 1,MEDIUM,Rule 1,23333.383265,WeWork Australia,5610
TXN003231,EX001,Rule 1,MEDIUM,Rule 1,73642.1912,PWC,5300
TXN003235,EX001,Rule 1,MEDIUM,Rule 1,38274.02,Workday,5120
TXN003238,EX001,Rule 1,MEDIUM,Rule 1,52081.7474,Amazon,5320
TXN003245,EX001,Rule 1,MEDIUM,Rule 1,65996.0298,Atlassian Pty,5320
TXN003250,EX001,Rule 1,MEDIUM,Rule 1,38105.64342,DHL Express,5300
TXN003251,EX001,Rule 1,MEDIUM,Rule 1,52472.39824999999,LinkedIn Corp,5900
TXN003253,EX001,Rule 1,MEDIUM,Rule 1,23746.69408,ServiceNow Inc,5810
TXN003262,EX001,Rule 1,MEDIUM,Rule 1,38514.2861,Salesforce,5020
TXN003263,EX001,Rule 1,MEDIUM,Rule 1,21209.316035,Optus Pty,5110
TXN003265,EX001,Rule 1,MEDIUM,Rule 1,31772.75775,MSFT,5410
TXN003268,EX001,Rule 1,MEDIUM,Rule 1,52094.59475,Adobe,5300
TXN003269,EX001,Rule 1,MEDIUM,Rule 1,7077.72,Hays,5320
TXN003273,EX001,Rule 1,MEDIUM,Rule 1,8892.954679999999,Google,5900
TXN003280,EX001,Rule 1,MEDIUM,Rule 1,66714.66825,Robert Half International,5710
TXN003282,EX001,Rule 1,MEDIUM,Rule 1,27069.66,Workday,5620
TXN003291,EX001,Rule 1,MEDIUM,Rule 1,33048.2445,BCG,5300
TXN003292,EX001,Rule 1,MEDIUM,Rule 1,28074.7775,MSFT,5500
TXN003294,EX001,Rule 1,MEDIUM,Rule 1,40090.02,LinkedIn Corp,5500
